77.011149825784, 414.9792834365889
84.30156794425088, 401.30720025510203
89.54731707317075, 416.29857142857145
90.83780487804879, 386.06735331632655
99.05000000000001, 372.40118622448983
102.56951219512197, 415.9296225649351
107.26219512195124, 358.23806760204087
115.47439024390246, 415.40255275974033
115.47439024390246, 344.40625
123.10000000000002, 331.7477901785714
128.37926829268292, 414.89807166048246
130.72560975609758, 318.8132461734694
141.37439024390244, 306.3639732142857
141.28414634146344, 414.29570616883115
148.0885365853659, 293.35110625000004
154.1890243902439, 415.1390178571429
156.53536585365856, 276.9036670918367
164.24477351916374, 262.4901006741983
167.09390243902442, 415.0863108766234
177.65243902439028, 257.65056006493506
179.99878048780488, 414.8754829545455
190.55731707317074, 257.4924391233766
192.9036585365854, 415.03360389610395
203.4621951219512, 257.5451461038961
205.80853658536586, 418.2418973214286
209.21073170731705, 452.9340223214286
209.91463414634148, 428.06320870535717
209.76798780487803, 476.8369308035715
209.3280487804878, 495.6506875
209.91463414634148, 515.4638689413267
210.18126385809313, 540.0018547077923
209.91463414634148, 557.7641071428571
209.91463414634148, 570.5191964285715
209.91463414634148, 583.2742857142857
209.71910569105688, 595.4979129464285
210.50121951219512, 607.9727767857142
210.50121951219512, 620.3800000000001
209.91463414634148, 633.1350892857143
209.91463414634148, 645.8901785714287
209.91463414634148, 658.6452678571429
209.91463414634148, 671.4003571428572
209.91463414634148, 684.1554464285715
209.91463414634148, 696.9105357142857
210.50121951219512, 708.2612767857144
210.50121951219512, 720.9132946428573
210.50121951219512, 733.9002946428571
210.50121951219512, 746.6553839285715
210.50121951219512, 759.6423839285716
210.50121951219512, 772.3974732142858
209.71910569105688, 781.1628392857144
210.8922764227642, 801.3379977678574
210.50121951219512, 789.0950446428573
211.08780487804876, 815.7647767857144
211.08780487804876, 828.5198660714286
211.08780487804876, 841.274955357143
211.08780487804876, 854.0300446428572
211.08780487804876, 866.7851339285716
211.08780487804876, 879.5402232142858
211.08780487804876, 892.2953125000001
211.08780487804876, 905.0504017857144
211.67439024390245, 919.3708883928573
212.37829268292688, 936.648236607143
216.36707317073171, 257.3870251623377
218.71341463414632, 945.7928977272728
219.88658536585365, 415.1390178571429
229.27195121951218, 257.12349025974027
231.61829268292684, 945.6347767857144
232.79146341463417, 415.1390178571429
242.1768292682927, 257.17619724025974
244.5231707317073, 945.476655844156
245.69634146341463, 415.0863108766234
255.08170731707315, 257.2289042207792
255.78560975609759, 646.8537123724491
257.62357723577236, 523.3640178571429
257.4280487804878, 945.7401907467535
258.60121951219514, 414.9808969155845
258.3079268292683, 538.7764174107143
257.62357723577236, 554.0921875
257.0369918699187, 566.9116964285715
258.78170731707314, 583.8668048469387
256.48951219512196, 600.6808413265308
256.90663956639565, 619.6284375000001
252.73536585365855, 630.2362053571429
267.98658536585367, 255.5531568877551
269.159756097561, 649.1580113636364
270.3329268292683, 176.21827516233765
266.2268292682927, 197.04631696428567
266.5787804878049, 216.94296785714283
266.2268292682927, 230.76999999999998
265.640243902439, 241.39924107142855
270.3329268292683, 521.2381696428572
270.3329268292683, 945.6347767857144
271.5060975609756, 414.71736201298705
271.0548780487805, 537.4258348214287
266.2268292682927, 551.3865625000001
266.81341463414634, 567.4914732142856
271.5060975609756, 583.5378206168832
266.81341463414634, 593.1304910714287
266.81341463414634, 605.8855803571429
266.81341463414634, 618.6406696428572
270.66811846689893, 633.5492155612246
280.89146341463413, 256.543713474026
282.06463414634146, 649.2107183441559
283.2378048780488, 173.41351084183668
283.2378048780488, 521.2381696428572
283.2378048780488, 945.6347767857144
284.4109756097561, 414.6119480519481
284.4109756097561, 534.6784496753247
284.4109756097561, 584.5392532467533
284.4109756097561, 635.1906615259741
286.7573170731707, 155.03006899350646
293.79634146341465, 256.28017857142856
294.9695121951219, 648.8417694805195
296.14268292682925, 174.4262378246753
296.14268292682925, 520.8692207792209
296.14268292682925, 945.6347767857144
297.3158536585366, 414.6646550324675
297.3158536585366, 534.5730357142858
297.3158536585366, 584.4338392857144
297.3158536585366, 634.7162987012988
299.66219512195124, 154.2921712662337
306.7012195121951, 256.2274715909091
307.87439024390244, 648.7890625000001
309.04756097560977, 174.58435876623372
309.04756097560977, 520.6583928571429
309.04756097560977, 945.6347767857144
310.2207317073171, 414.5592410714286
310.2207317073171, 534.5730357142858
310.2207317073171, 584.3284253246753
310.2207317073171, 634.3473498376624
312.5670731707317, 154.1340503246753
319.6060975609756, 256.0166436688312
320.7792682926829, 648.4201136363637
321.95243902439023, 174.05728896103892
321.95243902439023, 520.8165137987013
321.95243902439023, 945.6347767857144
323.12560975609756, 414.5592410714286
323.12560975609756, 534.5730357142858
323.12560975609756, 584.1175974025974
323.12560975609756, 634.2946428571429
325.4719512195122, 154.02863636363634
332.5109756097561, 255.8585227272727
333.6841463414634, 647.9984577922079
334.85731707317075, 173.95187499999997
334.85731707317075, 520.7638068181818
334.85731707317075, 945.6347767857144
336.030487804878, 414.6119480519481
336.030487804878, 535.4795957792209
337.03606271777, 583.2742857142857
336.84268292682924, 633.607830357143
338.3768292682927, 153.6069805194805
345.4158536585366, 255.33145292207791
340.72317073170734, 551.3865625000001
340.72317073170734, 564.1416517857143
341.309756097561, 602.4069196428572
341.309756097561, 615.1620089285715
346.5890243902439, 647.7876298701299
347.7621951219512, 174.05728896103892
347.7621951219512, 521.2381696428572
347.7621951219512, 945.7928977272728
348.93536585365854, 414.40112012987015
348.93536585365854, 534.3622077922079
348.93536585365854, 583.7486485389611
348.93536585365854, 633.4513311688312
351.28170731707314, 153.3961525974026
